paper_id,name,answer,title,abstract
I2-001,Eric J. Murphy,National Radio Astronomy Observatory,A Next-Generation Very Large Array,"The next-generation Very Large Array (ngVLA) is being designed as a versatile interferometric array envisaged to operate as a facility of the U.S. National Science Foundation (NSF), starting in the 2030s. Building on the superb cm/mm observing conditions and existing infrastructure of the VLA site, it will deliver an order of magnitude improvement in both sensitivity and angular resolution compared to existing and planned facilities at frequencies spanning 1.2 - 116 GHz. The ngVLA will also greatly expand current U.S. VLBI capabilities by both replacing existing VLBA antennas/infrastructure with ngVLA technology and adding additional stations on 1000 km baselines to bridge the gap between baselines across the U.S. Southwest and present VLBA baselines. The ngVLA will be optimized for observations in the spectral region between the superb performance of ALMA at sub-mm wavelengths, and the future Phase I Square Kilometer Array (SKA-1) at decimeter and longer wavelengths, thus lending itself to be highly complementary with these facilities and act as a final piece in a global suite of transformational radio capabilities to be utilized by the entire astronomical community. Consequently, the ngVLA will tackle a vast range of key, outstanding questions in modern astrophysics by simultaneously delivering the capability to: unveil the formation of Solar System analogs on terrestrial scales; probe the initial conditions for planetary systems and life with astrochemistry; chart the assembly, structure, and evolution of galaxies from the first billion years to the present; use pulsars in the Galactic Center as fundamental tests of gravity; and understand the formation and evolution of stellar and supermassive black holes in the era of multi-messenger astronomy. Being highly synergistic with its contemporary facilities in space, on the ground, or underground, the ngVLA will maximize the scientific returns on additional investments made by funding agencies in the U.S. and abroad. In this talk we provide an overview of the broad ngVLA science case, an update on the project status, and discuss its complementarity with other instruments and facilities anticipated in the coming two decades."
O0-003,Austin Shen,CSIRO,A globally distributed and scalable data post-processing framework for WALLABY science,"WALLABY is the ASKAP all-sky HI survey, the post-processing for which involves mosaicking of spectral-line data-cubes, source finding, cross-matching, computing moment maps for the detected galaxies, kinematics and ad-hoc interactions with the data. The aforementioned processes are provided by a number of collaborating institutions, which are distributed internationally and utilising different computing facilities. Over the course of the survey, these institutions will process data on the scale of petabytes. The existing post-processing approach is mostly manual and labour-intensive, and has led to unnecessary logistical effort by scientists. As such, new framework is required to efficiently process large ASKAP data across international borders for the full survey.

We have developed a new framework for distributed and scalable WALLABY data post-processing. The technology stack includes PostgreSQL for relational databases, replicated across institutions with Bucardo, to provide a central location for WALLABY survey data products. Interactive web interfaces such as Django admin portals, Jupyter notebooks and VO services provide user access to the data. Computational pipelines, composed in Nextflow, allow HPC resource agnostic and parallel execution of containerised applications. In this discussion we provide an overview of the framework, system architecture, and how it will be utilised to help WALLABY scientists process ASKAP spectral-line data."
B7-001,Paul Barrett,The George Washington University,Julia in Astronomy,"Twenty-five years ago at the ADASS VI meeting in Charlottesville, VA, a BoF entitled ""Interactive Data Analysis Environments"" set in motion the development and use of Python in Astronomy. Since then, many new interpreted, or interactive, programming languages have come on the scene. One of those languages is Julia, which was designed for high performance scientific computing. It can be considered the successor to Scientific Python. This BoF is about Julia in Astronomy and has the following goals: 1) to give a brief overview of the language's features and performance, 2) to summarize the current state of the JuliaAstro packages, and 3) to identify what JuliaAstro packages should be developed in the future, both in the near and long term."
X9-006,Paul Barrett,The George Washington University,Visfit: a Julia programming language package for fitting radio interferometry visibility data,"An alternative to using the CLEAN algorithm to measure the flux density of sources in radio interferometry images is to fit the visibility (or UV) data directly using a parametrized model, such as a
delta or gaussian function. Several modules or packages currently exist for doing this fitting. However, each package has its limitations, e.g., a limited number of shapes, a limited number of
sources, a single Stokes parameter per source, or no frequency dependence. Because of these various limitations, a new package was developed called Visfit using the Julia programming language. Visfit
is fast (\~10 seconds per solution), flexible (no model limitations), and sensitive (~20% more than CLEAN). Part of its flexibility is due to Julia's piping operator which decouples the source function from
the Stokes parameters. Visfit is currently limited to reading Measurement Set (MS) data using the CASA Tables package."
X4-001,Tamara Civera,Centro de Estudios de Física del Cosmos de Aragón (CEFCA),CEFCA Catalogues Portal towards FAIR principles,"The Centro de Estudios de Física del Cosmos de Aragón (CEFCA) is carrying out from the Observatorio Astrofísico de Javalambre (OAJ, Teruel, Spain) two large area multiband photometric sky surveys, J-PLUS and J-PAS, covering the entire optical spectrum using narrow and broad band filters. These large projects require an easy and agile access to data, data interoperability and reusability as well as ensure its discovery (FAIR principles) to maximize research efficiency.
This contribution summarizes the work done in the CEFCA Catalogues Portal to enhance data publication of these large surveys following FAIR principles through Virtual Observatory (VO) services. It presents the implementation and publishing of a VO harvest registry to make data findable; the validation and improving process of all our VO services like TAP, SIAP, SCS, HiPS to be more accessible, interoperable and reusable; the effort made to offer data to improve provenance information and reusability; and all lessons learned."
O0-001,Mohammad Akhlaghi,"Centro de Estudios de Física del Cosmos de Aragón (CEFCA), Plaza San Juan, 1, E-44001 Teruel, Spain",Maneage: Managing data lineage for archivable reproducibility,"The increasing volume, diversity, and role of data and software in modern research has been very fruitful. However, these same factors, have also made it harder to describe or archive (in sufficient detail) the processing behind a scientific result within the confines of a traditional paper/report. It is thus becoming harder and harder to reproduce results (i.e., critically review by coauthors, referees or larger community) that define scientific progress. In this talk, Maneage (MANaging data linEAGE) is introduced as a working solution to this problem. Maneage (a template, in the form of a Git branch) that provides a framework to exactly reproduce a scientific analysis (from the input data and software, to the processing and creation of final report/paper/dataset. It contains instructions to download and build the necessary software (from the low-level C compiler and shell, to the higher-level science programs and all their dependencies) with the predefined configuration and without third-party package managers. It also includes instructions to run the software on the input data sets to produce the final result (all as plain-text files). Maneage will finally produce a ""dynamic"" PDF using LaTeX macros: any change in the analysis will automatically update the relevant parts of the PDF (for example numbers, tables or figures). A project defined in this template is fully managed and published in plain text and only consumes a few hundred kilo-bytes (unlike binary multi-gigabyte blobs like containers). It is thus easily to publish and archive for future usage, for example on arXiv (with the paper's LaTeX source) or Software Heritage. Maneage was a recepient of an RDA-Europe adoption grant for best adoption of the ""Workflows for Research Data Publishing"" guidelines. For more, please see https://doi.org/10.1109/MCSE.2021.3072860, or its main webpage: https://maneage.org"
T3-001,Mohammad Akhlaghi,"Centro de Estudios de Física del Cosmos de Aragón (CEFCA), Plaza San Juan, 1, E-44001 Teruel, Spain",Gnuastro hands-on tutorial for astronomical data analysis,"Gnuastro is an official GNU package of a large collection of programs to enable easy, robust, and most importantly fast and efficient, data analysis directly on the command-line. For example it can perform arithmetic operations on image pixels or table columns/rows, visualize FITS images as JPG or PDF, convolve an image with a given kernel or matching of kernels, perform cosmological calculations, crop parts of large images (possibly in multiple files), manipulate FITS extensions and keywords, and perform statistical operations. In addition, it contains
programs to make catalogs from detection maps, add noise, make mock profiles with a variety of radial functions using monte-carlo integration for their centers, match catalogs, and detect objects in an image among many other operations. Gnuastro is written to comply fully with the GNU coding standards and integrates well with all Unix-like operating systems. This enables astronomers to expect a fully familiar experience in the building, installing and command-line user interaction that they have seen in all the other GNU software that they use (core components in many Unix-like operating systems). Gnuastro's extensive library is also installed for users who want to build their own unique/custom programs."
O2-001,Sankalp Gilda,University of Florida,Uncertainty-Aware Learning for Improvements in Image Quality of the Canada-France-Hawaii Telescope,"We leverage state-of-the-art machine learning methods and a decade's worth of archival data from the Canada-France-Hawaii Telescope (CFHT) to predict observatory image quality (IQ) from environmental conditions and observatory operating parameters. Specifically, we develop accurate and interpretable models of the complex dependence between data features and observed IQ for CFHT's wide field camera, MegaCam. Our contributions are several-fold. First, we collect, collate and reprocess several disparate data sets gathered by CFHT scientists. Second, we predict probability distribution functions (PDFs) of IQ, and achieve a mean absolute error of ∼0.07′′ for the predicted medians. Third, we explore data-driven actuation of the 12 dome ``vents'', installed in 2013-14 to accelerate the flushing of hot air from the dome. We leverage epistemic and aleatoric uncertainties in conjunction with probabilistic generative modeling to identify candidate vent adjustments that are in-distribution (ID) and, for the optimal configuration for each ID sample, we predict the reduction in required observing time to achieve a fixed SNR. On average, the reduction is ∼15%. Finally, we rank sensor data features by Shapley values to identify the most predictive variables for each observation. Our long-term goal is to construct reliable and real-time models that can forecast optimal observatory operating parameters for optimization of IQ. Such forecasts can then be fed into scheduling protocols and predictive maintenance routines. We anticipate that such approaches will become standard in automating observatory operations and maintenance by the time CFHT's successor, the Maunakea Spectroscopic Explorer (MSE), is installed in the next decade."
D3-004,Peter K. G. Williams,Center for Astrophysics | Harvard & Smithsonian and American Astronomical Society,Interactively Visualizing Massive Images and Catalogs in Jupyter with AAS WorldWide Telescope,"Modern astronomical datasets are, of course, bigger than ever. Not only are they often too big to fit in most computers’ memories, more and more frequently they’re too big to even download at all. While the astronomical community has converged on a big-picture approach to this challenge — the web-based “science platform” concept — numerous specific engineering problems still need to be solved before astronomers will be fully equipped to handle the upcoming data deluge. In particular, the switch to browser-based UIs creates a need — and an opportunity — for web-native, interactive data visualization tools. This Focus Demo will showcase new capabilities that have recently been added to AAS WorldWide Telescope that empower users to interactively explore catalogs with billions of rows (using the HiPS progressive standard) and imagery with billions of pixels (using HiPS and tiled FITS formats). These features are tightly integrated with JupyterLab to provide one-click startup and dead-simple linkage with Python notebooks for data analysis. WWT’s efficient WebGL-based rendering is paired with a suite of user-friendly data-processing tools that make it easy to prepare data for visualization."
I0-002,Rachel Street,Las Cumbres Observatory,The TOM Toolkit: Power tools to enhance science and observations,"Astrophysics is being increasingly driven by science derived from alerts of 
new discoveries made by large scale surveys, issued in near real-time and 
at unprecedented data rates and volume. Much of the scientific goals of these
surveys depends on our ability to characterize these initial discoveries, 
collating information from many surveys and data archives but also demanding 
additional follow-up observations, often within hours of discovery and 
continuing for months afterwards. 
The workload of these follow-up programs is untenable without software tools to collate
data and interface programmatically with essential services in astronomy, 
including alert brokers, data archives and telescope facilities. 
Many projects have developed Target and Observation Manager Systems (TOMs) to 
fulfil this purpose, combining a flexible, searchable database of all project 
information, with an observation and data analysis control system, and 
communication and data visualization tools. I will describe the TOM Toolkit, 
an open-source package designed to make it easy for any astronomer to 
build and customize a TOM system for their science needs, including recent 
enhancements to the package and future directions for its development."
X7-001,Vito Conforti,INAF,The Data Acquisition System assessment to support the observation quality system of the ASTRI Mini-Array Project,"The ASTRI (Astrofisica con Specchi a Tecnologia Replicante Italiana) Project
was born as a collaborative international effort led by the Italian National Institute
for Astrophysics (INAF) to design and realize an end-to-end prototype of the Small-Sized Telescope (SST) ofthe Cherenkov Telescope Array (CTA) in a dual-mirror configuration (2M). The prototype, named ASTRI-Horn, is operative since 2014 at the INAF observing station located on Mt.Etna (Italy). The ASTRI Project is currently aimed to build a Mini-Array of nine ASTRI-Horn-like telescopes to be installed and operated at the Teide Observatory (Spain). The ASTRI software supports
the operations of the ASTRI-Horn prototype and, eventually, of the Mini-Array. The
Array Data Acquisition System (ADAS) of the ASTRI-Horn telescope acquires, packet by packet, the
read-out data from the back-end electronics of the ASTRI camera. The packets are then
stored locally in one raw binary file as soon as they arrive. During the acquisition, the
packets are grouped by data type (scientific, calibration, engineering) before processing
and storing the decoded data in FITS format. A quick-look component, running on the
same machine was also implemented, allowing the operator to display the decoded data during the acquisition,
was also implemented. During software testing and operations performed with the
ASTRI-Horn prototype, due to a cfitsio writing method, we experienced a bottleneck
in the raw-to-FITS binary data conversion when the acquisition rate was greater than
about 10 Megabytes per second. Thus, we decided to apply a workaround and postpone
the conversion in FITS format of the ASTRI-Horn raw data after the end of the
acquisition run. The ASTRI Mini-Array software requires monitoring quality of the data 
as soon as data are available and this evaluation is performed by the Online Observation
Quality System (OOQS). Because of this fact and to the fact that the Mini-Array consists of
9 ASTRI cameras observing in parallel, we are evaluating a solution to directly send
the decoded data from the ADAS to the OOQS, strictly reducing any
bottleneck. We studied a Redis based solution to improve the data transfer efficiency from the
data acquisition system to the OOQS component of the ASTRI Mini-
Array. In this contribution we present the results of the comparison between two approaches: the storage in the Redis database, and the Redis asynchronous publish/subscribe paradigm. In addition, we are also assessing different data formats to obtain better performance to decode and transfer data from the ADAS to the OOQS."
X9-001,Valerio Pastore,Italian National Institute for Astrophysics (INAF),The BIAS (Beck-end Independent Acquisition Subsystem) to upgrade the CIWS framework.,"TITLE:
The BIAS (Beck-end Independent Acquisition Subsystem) to upgrade the CIWS framework. 

Author list:
Valerio Pastore, Vito Conforti, Fulvio Gianotti, Massimo Trifoglio.

ABSTRACT
While existing telescopes continue producing data and scientific results, bigger telescopes and larger and more efficient detectors both from the ground and from space are becoming available to support the incoming projects and missions in the astrophysics field. We are getting into an era in which new-generation instruments will be producing terabytes of data a day. Therefore, we are confronted with non-trivial problems to solve in terms of acquiring these data, storing them so that they do not get lost, and processing them to enrich our knowledge in astrophysics. 

The Italian National Institute for Astrophysics (INAF) developed the CIWS (Customizable Instrument Workstation System) framework which provides a common and standard solution for acquiring, storing, processing, and quick-look the data acquired from scientific instruments for astrophysics. It has been used in many programs such as ASTRI and Euclid.
The main purpose of the BIAS project is to replace the DISCoS (Detector Independent Science Console Subsystem) component of the CIWS framework. The DISCoS software consists of the C programs to acquire, verify and archive in near real-time the telemetry and telecommand packets (ESA Packet Utilization Standard) in one set of files for each measurement setup.
The C language was selected to obtain excellent performance and properly manage the DISCoS component programs. Nevertheless, this language does not apply the modern software engineering paradigms (e.g. object-oriented). Furthermore, it is also onerous to customize the programs to support future projects.
In addition, some criticalities have been detected when DISCoS is commanded to switch the mode (run to idle and vice versa) which implies closing the current file and opening the new one. 

The BIAS project aims to overcome these limits without affecting the excellent performance guaranteed by a low-level language such as C.
The requirements of the BIAS subsystem are data type and format configurability, and software modularity, maintainability and extensibility to support future astrophysical projects. 
The BIAS software is under development in the C++ language and the preliminary version provides the acquisition via TCP/UDP protocol, packet checking and storage. 

We present here the results of the comparison between the BIAS and DISCoS software testing their performance in different use scenarios."
X0-003,Hugo Buddelmeijer,Kapteyn Astronomical Institute,MicadoWISE: Integrate Data Simulation with Processing Validation,"We discuss how we validate the data processing software for the MICADO instrument on the ELT by integrating the processing with the data simulator through the consortium information system MicadoWISE. The Multi-AO Imaging Camera for Deep Observations (MICADO) is a first light instrument at the Extremely Large Telescope (ELT). The design of the instrument hardware and the design of the data processing software is more intertwined than for earlier ESO instruments in order to reach the scientific limits of the instrument. MicadoWISE is an information system for MICADO that facilitates not only the data processing itself but also the design, development and testing of the processing software.

MicadoWISE integrates several components to facilitate the development of data processing software:

- A full model of the detector, instrument, telescope and atmosphere through an Instrument Reference Database,
- The data simulator ScopeSIM + data archive,
- The processing software both as Python prototypes and final C code ('recipes'),
- A representation of the data processing requirements for validation of the recipes.


This directly translates to a four step validation process for the data reduction recipes:

- Prepare simulations for different observations, both as raw data and perfectly processed data,
- Simulate the data on-the-fly or retrieve them from the archive,
- Process the data with the latest software, either on the developer workstation, or nightly in batch mode,
- Validate the software by automatic comparison of the processed simulated data to the 'true' data.

Storing and processing the simulated data in a central archive eases several development processes:

- Regression tests can automatically determine how well the requirements are met over time,
- Observations can be simulated with progressively worse edge-cases to discover the limits of the algorithms,
- Instrument effects can either be enhanced or diminished to disentangle degeneracies,
- The same environment can be used for simulated data, commissioning data and science data.

Together, MicadoWISE can deliver an effective and efficient way to develop data processing software for MICADO."
X0-004,David Keiderling,Max Planck Institute for Solar System Research,Distributed Development of the Level 1 Data Processing for Science Ground Segment for the ESA PLATO Mission,"The ESA mission PLATO is an exoplanet and stellar science mission, evaluating the photometry of stars with the main goal of finding earth-like planets around sun-like stars. The science ground segment is responsible for processing the photometric data, consisting mainly of light curves, centroid curves and imagettes in order to detect planets and characterize their host stars. The main goal for the Level 1 pipeline is to remove instrumental and systematic effects in a performant, reliable and reproducible way for a large number of target stars. 
This requires a distributed development approach which combines a wide range of expertise within the PLATO Science Ground Segment. In this poster, we introduce some key aspects of this approach, as well as the planned processing for the Level 1 data products to create science ready products for all downstream processing."
